(5, 327, 260)
(3, 207, 399)
(4, 576, 388)
(11, 450, 321)
(10, 388, 320)
(9, 328, 320)
(7, 448, 259)
(1, 201, 231)
(2, 565, 216)
(6, 387, 260)
